ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
414,414.0,B_STR_AA_Y_NE1,B_STR_AA_Y_NE1 (Y_NE1),Corvette,Hull Plating,B_STR_AA_Y_NE1,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
415,415.0,B_STR_AA_Y_NE2,B_STR_AA_Y_NE2 (Y_NE2),Corvette,Hull Plating,B_STR_AA_Y_NE2,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
416,416.0,B_STR_AA_Y_NE3,B_STR_AA_Y_NE3 (Y_NE3),Corvette,Hull Plating,B_STR_AA_Y_NE3,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
417,417.0,B_STR_AA_Y_NW,B_STR_AA_Y_NW (Y_NW),Corvette,Hull Plating,B_STR_AA_Y_NW,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
418,418.0,B_STR_AA_Y_NW1,B_STR_AA_Y_NW1 (Y_NW1),Corvette,Hull Plating,B_STR_AA_Y_NW1,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
419,419.0,B_STR_AA_Y_NW2,B_STR_AA_Y_NW2 (Y_NW2),Corvette,Hull Plating,B_STR_AA_Y_NW2,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
420,420.0,B_STR_AA_Y_NW3,B_STR_AA_Y_NW3 (Y_NW3),Corvette,Hull Plating,B_STR_AA_Y_NW3,^B_STR_AA_NE,,prop/detail or unclassified,,CORVETTE,,,,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-1.000004,1.000004,,False,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_NO_EXPECTED_EXTENT,EXPECTED_EXTENTS_MISSING,USE_DATA_VERIFIED_NO_EXPECTED_COMPARISON,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1030,1030.0,CUBEWALL_SPACE,INTERNAL FREIGHTER WALL,Legacy Structures,Freighter,CUBEWALL,,,prop/detail or unclassified,models/large_structures/CUBEWALL.fbx,STRUCTURAL_OR_ARCHITECTURAL,4.003942,4.003941,0.335608,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,4.003942,False,True,10,"[90.000207, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",DO_NOT_USE,DO_NOT_USE_INVISIBLE_ZERO_BBOX;ZERO_BBOX;EXTENT_MISMATCH_GT_0P10,DO_NOT_USE,,Invisible / do not use,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1125,,EXPD_DECAL22,SWARM DECAL,Wall Art,Decals,EXPD_DECAL22,,,decal/signage,models/wall_art/EXPD_DECAL22.fbx,STRUCTURAL_OR_ARCHITECTURAL,2.0,0.331312,2.0,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1186,,EXPD_POSTER22A,ROYALS POSTER,Wall Art,Posters,EXPD_POSTER22A,,,poster/signage,models/wall_art/EXPD_POSTER22A.fbx,STRUCTURAL_OR_ARCHITECTURAL,0.788574,0.0,1.079102,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1187,,EXPD_POSTER22B,SAGES POSTER,Wall Art,Posters,EXPD_POSTER22B,,,poster/signage,models/wall_art/EXPD_POSTER22B.fbx,STRUCTURAL_OR_ARCHITECTURAL,0.788574,0.0,1.079102,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1188,,EXPD_POSTER22C,WEAVERS POSTER,Wall Art,Posters,EXPD_POSTER22C,,,poster/signage,models/wall_art/EXPD_POSTER22C.fbx,STRUCTURAL_OR_ARCHITECTURAL,0.788574,0.0,1.079102,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1379,1396.0,FRE_FACE_WALL,INTERNAL FREIGHTER WALL,Large Structures,Freighter,FRE_FACE_WINDOW,,,prop/detail or unclassified,models/freighter/FRE_FACE_WINDOW.fbx,STRUCTURAL_OR_ARCHITECTURAL,8.0,7.810547,1.224244,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,8.0,False,True,10,"[90.000207, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",REVIEW_ZERO_BBOX,ZERO_BBOX;EXTENT_MISMATCH_GT_0P10,USE_WITH_CAUTION,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1387,1404.0,FRE_ROOM_IND1,EXPANSION ROOM VARIANT,Large Structures,Freighter,FRE_ROOM_IND,,CORRIDOR_FRE_NEW,prop/detail or unclassified,models/freighter/FRE_ROOM_IND.fbx,OTHER,8.3125,7.38672,8.312501,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,8.312501,False,True,10,"[90.000207, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",REVIEW_ZERO_BBOX,ZERO_BBOX;EXTENT_MISMATCH_GT_0P10,USE_WITH_CAUTION,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1518,,HOLO_DISCO_0,WONDER PROJECTOR,Advanced Technology,General Utility,HOLO_DISCO_0,,,prohibited/wonder projector,models/advanced_technology/HOLO_DISCO_0.fbx,TECH_UTILITY,0.418701,0.423639,0.421753,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1613,,SET_B_MONU_FA,SET_B_MONU_FA,Furnishings,Settlement,SET_B_MONU_FA,,,settlement/large prop or setpiece,models/settlement/SET_B_MONU_FA.fbx,DECORATION_MISC,,,,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1614,,SET_CLASS_A,SET_CLASS_A,Furnishings,Settlement,SET_CLASS_A,,,settlement/large prop or setpiece,models/settlement/SET_CLASS_A.fbx,DECORATION_MISC,1.312041,11.22177,1.305048,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1615,,SET_CLASS_B,SET_CLASS_B,Furnishings,Settlement,SET_CLASS_B,,,settlement/large prop or setpiece,models/settlement/SET_CLASS_B.fbx,DECORATION_MISC,1.312041,11.221769,1.305048,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1616,,SET_CLASS_S,SET_CLASS_S,Furnishings,Settlement,SET_CLASS_S,,,settlement/large prop or setpiece,models/settlement/SET_CLASS_S.fbx,DECORATION_MISC,1.312041,11.22177,1.305048,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1618,,SET_FISHPOND,SET_FISHPOND,Furnishings,Settlement,SET_FISHPOND,,,settlement/large prop or setpiece,models/settlement/SET_FISHPOND.fbx,DECORATION_MISC,9.207031,2.916015,16.109375,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1624,,SET_LZ,ALTERNATIVE LANDING PAD,Furnishings,Settlement,SET_LZ,,,landing pad/large platform,models/settlement/SET_LZ.fbx,DECORATION_MISC,,,,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1625,,SET_LZ_SHIPBUIL,ALTERNATIVE LANDING PAD,Furnishings,Settlement,SET_LZ_SHIPBUIL,,,landing pad/large platform,models/settlement/SET_LZ_SHIPBUIL.fbx,DECORATION_MISC,2.740235,2.101174,1.766566,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1629,,SET_SFXCONST_S0,SET_SFXCONST_S0,Furnishings,Settlement,SET_SFXCONST_S0,,,settlement/large prop or setpiece,models/settlement/SET_SFXCONST_S0.fbx,DECORATION_MISC,,,,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1630,,SET_STAFFBUILD,SET_STAFFBUILD,Furnishings,Settlement,SET_STAFFBUILD,,,settlement/large prop or setpiece,models/settlement/SET_STAFFBUILD.fbx,DECORATION_MISC,2.498047,4.286133,3.362305,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
