run_label,part_index,variant_index,ObjectID,NiceName,Category,SubCategory,ModelName,SnapGroups,LikelyRole,FBXPath,variant,spawn_success,object_name,type,location,rotation_euler_degrees,scale,dimensions_property,custom_ObjectID,custom_SnapID,custom_UserData,snapped_to_present,snapped_to,readonly_Material,readonly_Colour,local_bbox_min,local_bbox_max,local_bbox_size,local_bbox_center,world_bbox_min,world_bbox_max,world_bbox_size,world_bbox_center,local_origin_offset_from_bbox_center,world_origin_offset_from_bbox_center,local_bottom_offset_z,local_top_offset_z,world_bottom_offset_from_origin_z,world_top_offset_from_origin_z,expected_extent_xyz,sorted_extent_delta_max,extent_match_0p02,extent_match_0p10
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,1,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,ABS_RX90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_ABS_RX90,MESH,"[0.0, 3.0, 0.0]","[90.000003, 0.0, 0.0]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-1.072464, 2.655376, -0.0]","[1.06753, 3.347043, 0.82497]","[2.139994, 0.691667, 0.82497]","[-0.002467, 3.001209, 0.412485]","[0.002467, -0.412485, 0.001209]","[0.002467, -0.001209, -0.412485]",-0.347043,0.344624,-0.0,0.82497,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,2,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,ABS_RY90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_ABS_RY90,MESH,"[0.0, 6.0, 0.0]","[0.0, 90.000003, 0.0]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-0.347043, 6.0, -1.06753]","[0.344624, 6.82497, 1.072464]","[0.691667, 0.82497, 2.139994]","[-0.001209, 6.412485, 0.002467]","[0.002467, -0.412485, 0.001209]","[0.001209, -0.412485, -0.002467]",-0.347043,0.344624,-1.06753,1.072464,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,3,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,ABS_RZ90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_ABS_RZ90,MESH,"[0.0, 9.0, 0.0]","[0.0, 0.0, 90.000003]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-0.82497, 7.927536, -0.347043]","[0.0, 10.06753, 0.344624]","[0.82497, 2.139994, 0.691667]","[-0.412485, 8.997533, -0.001209]","[0.002467, -0.412485, 0.001209]","[0.412485, 0.002467, 0.001209]",-0.347043,0.344624,-0.347043,0.344624,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,0,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,DEFAULT,True,ABAND_BENCH,MESH,"[0.0, 0.0, 0.0]","[90.000207, 0.0, 0.0]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-1.072464, -0.344627, -1e-06]","[1.06753, 0.347043, 0.824971]","[2.139994, 0.69167, 0.824973]","[-0.002467, 0.001208, 0.412485]","[0.002467, -0.412485, 0.001209]","[0.002467, -0.001208, -0.412485]",-0.347043,0.344624,-1e-06,0.824971,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,4,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,REL_X90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_REL_X90,MESH,"[0.0, 12.0, 0.0]","[-179.999786, -0.0, 0.0]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-1.072464, 11.175029, -0.344627]","[1.06753, 12.000001, 0.347043]","[2.139994, 0.824972, 0.69167]","[-0.002467, 11.587515, 0.001208]","[0.002467, -0.412485, 0.001209]","[0.002467, 0.412485, -0.001208]",-0.347043,0.344624,-0.344627,0.347043,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,5,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,REL_Y90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_REL_Y90,MESH,"[0.0, 15.0, 0.0]","[90.000003, -0.000207, 90.000003]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-0.347043, 13.927533, -4e-06]","[0.344624, 16.06753, 0.824974]","[0.691667, 2.139997, 0.824978]","[-0.001209, 14.997531, 0.412485]","[0.002467, -0.412485, 0.001209]","[0.001209, 0.002469, -0.412485]",-0.347043,0.344624,-4e-06,0.824974,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,6,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,REL_Z90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_REL_Z90,MESH,"[0.0, 18.0, 0.0]","[90.000003, -89.999791, 0.0]","[1.0, 1.0, 1.0]","[2.139994, 0.82497, 0.691667]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-0.824974, 17.655376, -1.072464]","[4e-06, 18.347042, 1.067533]","[0.824978, 0.691666, 2.139997]","[-0.412485, 18.001209, -0.002465]","[0.002467, -0.412485, 0.001209]","[0.412485, -0.001209, 0.002465]",-0.347043,0.344624,-1.072464,1.067533,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,7,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,SCALE_050,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_SCALE_050,MESH,"[0.0, 21.0, 0.0]","[90.000207, 0.0, 0.0]","[0.5, 0.5, 0.5]","[1.069997, 0.412485, 0.345834]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-0.536232, 20.827686, -1e-06]","[0.533765, 21.173521, 0.412486]","[1.069997, 0.345835, 0.412486]","[-0.001233, 21.000604, 0.206243]","[0.002467, -0.412485, 0.001209]","[0.001233, -0.000604, -0.206243]",-0.347043,0.344624,-1e-06,0.412486,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,8,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,SCALE_150,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_SCALE_150,MESH,"[0.0, 24.0, 0.0]","[90.000207, 0.0, 0.0]","[1.5, 1.5, 1.5]","[3.209991, 1.237455, 1.037501]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-1.608696, 23.483059, -2e-06]","[1.601295, 24.520565, 1.237457]","[3.209991, 1.037506, 1.237459]","[-0.0037, 24.001812, 0.618728]","[0.002467, -0.412485, 0.001209]","[0.0037, -0.001812, -0.618728]",-0.347043,0.344624,-2e-06,1.237457,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,1,9,ABAND_BENCH,INDUSTRIAL BENCH,Furnishings,Derelict Freighter Salvage,ABAND_BENCH,PROPS,prop/detail or unclassified,models/freighter/ABAND_BENCH.fbx,SCALE_200,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_BENCH_SCALE_200,MESH,"[0.0, 27.0, 0.0]","[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[4.279988, 1.64994, 1.383334]",ABAND_BENCH,ABAND_BENCH,0,False,,Legacy - Concrete,White & Orange,"[-1.072464, 0.0, -0.347043]","[1.06753, 0.82497, 0.344624]","[2.139994, 0.82497, 0.691667]","[-0.002467, 0.412485, -0.001209]","[-2.144928, 26.310745, -2e-06]","[2.13506, 27.694086, 1.649943]","[4.279988, 1.383341, 1.649945]","[-0.004934, 27.002416, 0.82497]","[0.002467, -0.412485, 0.001209]","[0.004934, -0.002416, -0.82497]",-0.347043,0.344624,-2e-06,1.649943,"[2.139994, 0.82497, 0.691667]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,2,1,ABAND_CASE,SECURE BRIEFCASE,Furnishings,Derelict Freighter Salvage,ABAND_CASE,PROPS,prop/detail or unclassified,models/freighter/ABAND_CASE.fbx,ABS_RX90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_CASE_ABS_RX90,MESH,"[0.0, 3.0, 0.0]","[90.000003, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.945196, 0.255568, 0.624492]",ABAND_CASE,ABAND_CASE,0,False,,Legacy - Concrete,White & Orange,"[-0.479623, 0.005497, -0.280765]","[0.465573, 0.261065, 0.343727]","[0.945196, 0.255568, 0.624492]","[-0.007025, 0.133281, 0.031481]","[-0.479623, 2.656273, 0.005497]","[0.465573, 3.280765, 0.261065]","[0.945196, 0.624492, 0.255568]","[-0.007025, 2.968519, 0.133281]","[0.007025, -0.133281, -0.031481]","[0.007025, 0.031481, -0.133281]",-0.280765,0.343727,0.005497,0.261065,"[0.945196, 0.255568, 0.624492]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,2,2,ABAND_CASE,SECURE BRIEFCASE,Furnishings,Derelict Freighter Salvage,ABAND_CASE,PROPS,prop/detail or unclassified,models/freighter/ABAND_CASE.fbx,ABS_RY90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_CASE_ABS_RY90,MESH,"[0.0, 6.0, 0.0]","[0.0, 90.000003, 0.0]","[1.0, 1.0, 1.0]","[0.945196, 0.255568, 0.624492]",ABAND_CASE,ABAND_CASE,0,False,,Legacy - Concrete,White & Orange,"[-0.479623, 0.005497, -0.280765]","[0.465573, 0.261065, 0.343727]","[0.945196, 0.255568, 0.624492]","[-0.007025, 0.133281, 0.031481]","[-0.280765, 6.005497, -0.465573]","[0.343727, 6.261065, 0.479623]","[0.624492, 0.255568, 0.945196]","[0.031481, 6.133281, 0.007025]","[0.007025, -0.133281, -0.031481]","[-0.031481, -0.133281, -0.007025]",-0.280765,0.343727,-0.465573,0.479623,"[0.945196, 0.255568, 0.624492]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,2,3,ABAND_CASE,SECURE BRIEFCASE,Furnishings,Derelict Freighter Salvage,ABAND_CASE,PROPS,prop/detail or unclassified,models/freighter/ABAND_CASE.fbx,ABS_RZ90,True,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02_ABAND_CASE_ABS_RZ90,MESH,"[0.0, 9.0, 0.0]","[0.0, 0.0, 90.000003]","[1.0, 1.0, 1.0]","[0.945196, 0.255568, 0.624492]",ABAND_CASE,ABAND_CASE,0,False,,Legacy - Concrete,White & Orange,"[-0.479623, 0.005497, -0.280765]","[0.465573, 0.261065, 0.343727]","[0.945196, 0.255568, 0.624492]","[-0.007025, 0.133281, 0.031481]","[-0.261065, 8.520377, -0.280765]","[-0.005497, 9.465573, 0.343727]","[0.255568, 0.945196, 0.624492]","[-0.133281, 8.992975, 0.031481]","[0.007025, -0.133281, -0.031481]","[0.133281, 0.007025, -0.031481]",-0.280765,0.343727,-0.280765,0.343727,"[0.945196, 0.255568, 0.624492]",0.0,True,True
NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,2,0,ABAND_CASE,SECURE BRIEFCASE,Furnishings,Derelict Freighter Salvage,ABAND_CASE,PROPS,prop/detail or unclassified,models/freighter/ABAND_CASE.fbx,DEFAULT,True,ABAND_CASE,MESH,"[0.0, 0.0, 0.0]","[90.000207, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.945196, 0.255568, 0.624492]",ABAND_CASE,ABAND_CASE,0,False,,Legacy - Concrete,White & Orange,"[-0.479623, 0.005497, -0.280765]","[0.465573, 0.261065, 0.343727]","[0.945196, 0.255568, 0.624492]","[-0.007025, 0.133281, 0.031481]","[-0.479623, -0.343728, 0.005496]","[0.465573, 0.280765, 0.261066]","[0.945196, 0.624493, 0.25557]","[-0.007025, -0.031481, 0.133281]","[0.007025, -0.133281, -0.031481]","[0.007025, 0.031481, -0.133281]",-0.280765,0.343727,0.005496,0.261066,"[0.945196, 0.255568, 0.624492]",0.0,True,True
