ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
626,626.0,B_STR_I_W,RADIATOR CASING (W),Corvette,Hull Plating,B_STR_I_W,^B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_W.fbx,CORVETTE,2.992188,2.992188,5.996094,"[2.992188, 2.992188, 5.996094]","[2.992188, 5.996104, 2.992209]","[2.992188, 2.992188, 5.996094]","[-1.503906, 1.496094, 0.0]","[1.503906, -1.496094, 0.0]",-2.998047,2.998047,-1.1e-05,2.992198,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[2.992188, 5.996094, 2.992188]","[5.996094, 2.992188, 2.992188]","[2.992188, 2.992188, 5.996094]","[1.496094, 2.998053, 1.496105]","[4.488282, 8.994158, 4.488314]","[5.984376, 11.992208, 5.984419]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
627,627.0,B_STR_I_Y_E,RADIATOR CASING (Y_E),Corvette,Hull Plating,B_STR_I_Y_E,^B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_E.fbx,CORVETTE,2.992188,2.992188,5.996094,"[2.992188, 2.992188, 5.996094]","[2.992188, 5.996104, 2.99221]","[2.992188, 2.992188, 5.996094]","[1.503906, 1.496093, 0.0]","[-1.503906, -1.496093, 0.0]",-2.998047,2.998047,-1.2e-05,2.992198,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.992188, 5.996094, 2.992189]","[5.996094, 2.992188, 2.992188]","[2.992188, 2.992188, 5.996094]","[1.496094, 2.998053, 1.496105]","[4.488282, 8.994158, 4.488315]","[5.984376, 11.992208, 5.98442]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
628,628.0,B_STR_I_Y_N,RADIATOR CASING (Y_N),Corvette,Hull Plating,B_STR_I_Y_N,^B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_N.fbx,CORVETTE,5.996094,2.992188,2.992188,"[5.996094, 2.992188, 2.992188]","[5.996094, 2.992199, 2.992198]","[5.996094, 2.992188, 2.992188]","[0.0, 1.496094, -1.503906]","[-0.0, -1.496094, 1.503906]",-3.0,-0.007812,-0.0,2.992198,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[5.996094, 2.992189, 2.992188]","[2.992189, 2.992188, 5.996094]","[2.992188, 5.996094, 2.992188]","[2.998047, 1.496099, 1.496099]","[8.994141, 4.4883, 4.488297]","[11.992188, 5.984398, 5.984397]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
629,629.0,B_STR_I_Y_NE,SPEEDBIRD DOME SECTION (Y_NE),Corvette,Hull Plating,B_STR_I_Y_NE,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE.fbx,CORVETTE,5.808691,2.490235,5.808699,"[5.808691, 2.490235, 5.808699]","[5.808691, 5.808708, 2.490256]","[5.808691, 2.490235, 5.808699]","[0.095752, 1.245117, -0.095755]","[-0.095752, -1.245117, 0.095755]",-3.000105,2.808594,-1e-05,2.490245,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808691, 5.808699, 2.490235]","[5.8087, 2.490234, 5.808692]","[2.490235, 5.808692, 5.808699]","[2.904346, 2.904354, 1.245128]","[8.713037, 8.713064, 3.735383]","[11.617382, 11.617416, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
630,630.0,B_STR_I_Y_NE1,SPEEDBIRD DOME SECTION (Y_NE1),Corvette,Hull Plating,B_STR_I_Y_NE1,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE1.fbx,CORVETTE,5.808699,2.490235,5.808692,"[5.808699, 2.490235, 5.808692]","[5.808699, 5.808701, 2.490256]","[5.808699, 2.490235, 5.808692]","[-0.095756, 1.245117, -0.095752]","[0.095756, -1.245117, 0.095752]",-3.000098,2.808594,-1e-05,2.490245,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808699, 5.808692, 2.490235]","[5.808692, 2.490234, 5.808699]","[2.490235, 5.808699, 5.808692]","[2.904349, 2.90435, 1.245128]","[8.713048, 8.713051, 3.735383]","[11.617397, 11.617401, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
631,631.0,B_STR_I_Y_NE2,SPEEDBIRD DOME SECTION (Y_NE2),Corvette,Hull Plating,B_STR_I_Y_NE2,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE2.fbx,CORVETTE,5.808692,2.490234,5.808699,"[5.808692, 2.490234, 5.808699]","[5.808692, 5.808708, 2.490255]","[5.808692, 2.490234, 5.808699]","[-0.095752, 1.245117, 0.095756]","[0.095752, -1.245117, -0.095756]",-2.808594,3.000105,-1.1e-05,2.490244,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808692, 5.808699, 2.490235]","[5.808699, 2.490234, 5.808692]","[2.490235, 5.808692, 5.808699]","[2.904346, 2.904354, 1.245128]","[8.713037, 8.713062, 3.735383]","[11.617383, 11.617414, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
632,632.0,B_STR_I_Y_NE3,SPEEDBIRD DOME SECTION (Y_NE3),Corvette,Hull Plating,B_STR_I_Y_NE3,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE3.fbx,CORVETTE,5.808699,2.490234,5.808692,"[5.808699, 2.490234, 5.808692]","[5.808699, 5.808701, 2.490255]","[5.808699, 2.490234, 5.808692]","[0.095756, 1.245117, 0.095752]","[-0.095756, -1.245117, -0.095752]",-2.808594,3.000098,-1.1e-05,2.490244,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808699, 5.808692, 2.490235]","[5.808692, 2.490234, 5.808699]","[2.490235, 5.808699, 5.808692]","[2.904349, 2.90435, 1.245128]","[8.713048, 8.713051, 3.735383]","[11.617397, 11.617401, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
633,633.0,B_STR_I_Y_NW,SPEEDBIRD DOME SECTION (Y_NW),Corvette,Hull Plating,B_STR_I_Y_NW,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW.fbx,CORVETTE,5.808692,2.490235,5.808699,"[5.808692, 2.490235, 5.808699]","[5.808692, 5.808708, 2.490256]","[5.808692, 2.490235, 5.808699]","[-0.095752, 1.245117, -0.095756]","[0.095752, -1.245117, 0.095756]",-3.000105,2.808594,-1e-05,2.490245,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808692, 5.808699, 2.490235]","[5.808699, 2.490234, 5.808692]","[2.490235, 5.808692, 5.808699]","[2.904346, 2.904354, 1.245128]","[8.713038, 8.713062, 3.735383]","[11.617384, 11.617414, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
634,634.0,B_STR_I_Y_NW1,SPEEDBIRD DOME SECTION (Y_NW1),Corvette,Hull Plating,B_STR_I_Y_NW1,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW1.fbx,CORVETTE,5.808699,2.490234,5.808692,"[5.808699, 2.490234, 5.808692]","[5.808699, 5.808701, 2.490255]","[5.808699, 2.490234, 5.808692]","[-0.095756, 1.245117, 0.095752]","[0.095756, -1.245117, -0.095752]",-2.808594,3.000098,-1.1e-05,2.490244,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808699, 5.808692, 2.490235]","[5.808692, 2.490234, 5.808699]","[2.490235, 5.808699, 5.808692]","[2.904349, 2.90435, 1.245128]","[8.713048, 8.713051, 3.735383]","[11.617397, 11.617401, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
635,635.0,B_STR_I_Y_NW2,SPEEDBIRD DOME SECTION (Y_NW2),Corvette,Hull Plating,B_STR_I_Y_NW2,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW2.fbx,CORVETTE,5.808692,2.490234,5.808699,"[5.808692, 2.490234, 5.808699]","[5.808692, 5.808708, 2.490255]","[5.808692, 2.490234, 5.808699]","[0.095752, 1.245117, 0.095756]","[-0.095752, -1.245117, -0.095756]",-2.808594,3.000105,-1.1e-05,2.490244,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808692, 5.808699, 2.490235]","[5.808699, 2.490234, 5.808692]","[2.490235, 5.808692, 5.808699]","[2.904346, 2.904354, 1.245128]","[8.713037, 8.713062, 3.735383]","[11.617383, 11.617414, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
636,636.0,B_STR_I_Y_NW3,SPEEDBIRD DOME SECTION (Y_NW3),Corvette,Hull Plating,B_STR_I_Y_NW3,^B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW3.fbx,CORVETTE,5.808699,2.490235,5.808692,"[5.808699, 2.490235, 5.808692]","[5.808699, 5.808701, 2.490256]","[5.808699, 2.490235, 5.808692]","[0.095756, 1.245117, -0.095752]","[-0.095756, -1.245117, 0.095752]",-3.000098,2.808594,-1e-05,2.490245,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.808699, 5.808692, 2.490235]","[5.808692, 2.490234, 5.808699]","[2.490235, 5.808699, 5.808692]","[2.904349, 2.90435, 1.245128]","[8.713048, 8.713051, 3.735383]","[11.617397, 11.617401, 4.980511]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
637,637.0,B_STR_I_Y_S,RADIATOR CASING (Y_S),Corvette,Hull Plating,B_STR_I_Y_S,^B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_S.fbx,CORVETTE,5.996094,2.992188,2.992188,"[5.996094, 2.992188, 2.992188]","[5.996094, 2.992198, 2.992199]","[5.996094, 2.992188, 2.992188]","[0.0, 1.496094, 1.503906]","[0.0, -1.496094, -1.503906]",0.007813,3.0,-1.1e-05,2.992188,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[5.996094, 2.992188, 2.992188]","[2.992188, 2.992188, 5.996094]","[2.992188, 5.996094, 2.992188]","[2.998047, 1.496099, 1.496099]","[8.994141, 4.488298, 4.488298]","[11.992188, 5.984398, 5.984398]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
638,638.0,B_STR_I_Y_W,RADIATOR CASING (Y_W),Corvette,Hull Plating,B_STR_I_Y_W,^B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_W.fbx,CORVETTE,2.992188,2.992188,5.996094,"[2.992188, 2.992188, 5.996094]","[2.992188, 5.996104, 2.99221]","[2.992188, 2.992188, 5.996094]","[-1.503906, 1.496093, 0.0]","[1.503906, -1.496093, 0.0]",-2.998047,2.998047,-1.2e-05,2.992198,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.992188, 5.996094, 2.992189]","[5.996094, 2.992188, 2.992188]","[2.992188, 2.992188, 5.996094]","[1.496094, 2.998053, 1.496105]","[4.488282, 8.994158, 4.488315]","[5.984376, 11.992208, 5.98442]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
639,639.0,B_STR_J_E,SPEEDBIRD DIFFUSER (E),Corvette,Hull Plating,B_STR_J_E,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_E.fbx,CORVETTE,2.919983,2.919922,6.027344,"[2.919983, 2.919922, 6.027344]","[2.919983, 6.027354, 2.919944]","[2.919983, 2.919922, 6.027344]","[1.504913, 1.459961, 0.0]","[-1.504913, -1.459961, -0.0]",-3.013672,3.013672,-1.1e-05,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.919983, 6.027344, 2.919922]","[6.027344, 2.919922, 2.919984]","[2.919922, 2.919983, 6.027344]","[1.459992, 3.013678, 1.459972]","[4.379975, 9.041033, 4.379915]","[5.839967, 12.054708, 5.839888]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
640,640.0,B_STR_J_N,SPEEDBIRD DIFFUSER (N),Corvette,Hull Plating,B_STR_J_N,,,prop/detail or unclassified,models/corvette/B_STR_J_N.fbx,CORVETTE,6.027344,2.919922,2.919983,"[6.027344, 2.919922, 2.919983]","[6.027344, 2.919994, 2.919932]","[6.027344, 2.919922, 2.919983]","[0.0, 1.459961, -1.504913]","[0.0, -1.459961, 1.504913]",-2.964905,-0.044922,-0.0,2.919932,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.027344, 2.919984, 2.919922]","[2.919984, 2.919922, 6.027344]","[2.919922, 6.027344, 2.919983]","[3.013672, 1.459997, 1.459966]","[9.041016, 4.37999, 4.379899]","[12.054688, 5.839987, 5.839865]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
641,641.0,B_STR_J_NE,SPEEDBIRD NACELLE (NE),Corvette,Hull Plating,B_STR_J_NE,,,prop/detail or unclassified,models/corvette/B_STR_J_NE.fbx,CORVETTE,6.007819,2.92469,11.969458,"[6.007819, 2.92469, 11.969458]","[6.007819, 11.969468, 2.924734]","[6.007819, 2.92469, 11.969458]","[-0.003903, 1.457577, 2.984021]","[0.003903, -1.457577, -2.984021]",-3.000708,8.96875,-0.004801,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.007819, 11.969458, 2.924691]","[11.969458, 2.92469, 6.00782]","[2.924691, 6.007819, 11.969458]","[3.00391, 5.984735, 1.462367]","[9.011729, 17.954204, 4.3871]","[12.015638, 23.938936, 5.849467]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
642,642.0,B_STR_J_NE1,SPEEDBIRD NACELLE (NE1),Corvette,Hull Plating,B_STR_J_NE1,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NE1.fbx,CORVETTE,11.969458,2.92469,6.00782,"[11.969458, 2.92469, 6.00782]","[11.969458, 6.00783, 2.924712]","[11.969458, 2.92469, 6.00782]","[2.984021, 1.457577, 0.003903]","[-2.984021, -1.457577, -0.003903]",-3.000007,3.007812,-0.004779,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.924691]","[6.007821, 2.92469, 11.969458]","[2.924691, 11.969458, 6.00782]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011745, 4.387068]","[23.938915, 12.015661, 5.849424]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
643,643.0,B_STR_J_NE2,SPEEDBIRD NACELLE (NE2),Corvette,Hull Plating,B_STR_J_NE2,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NE2.fbx,CORVETTE,6.00782,2.92469,11.969458,"[6.00782, 2.92469, 11.969458]","[6.00782, 11.969468, 2.924734]","[6.00782, 2.92469, 11.969458]","[0.003903, 1.457577, -2.984021]","[-0.003903, -1.457577, 2.984021]",-8.96875,3.000708,-0.004779,2.919954,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.00782, 11.969458, 2.924691]","[11.969458, 2.92469, 6.00782]","[2.924691, 6.00782, 11.969458]","[3.00391, 5.984734, 1.462367]","[9.011729, 17.954203, 4.3871]","[12.015639, 23.938936, 5.849467]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
644,644.0,B_STR_J_NE3,SPEEDBIRD NACELLE (NE3),Corvette,Hull Plating,B_STR_J_NE3,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NE3.fbx,CORVETTE,11.969458,2.92469,6.007819,"[11.969458, 2.92469, 6.007819]","[11.969458, 6.00783, 2.924712]","[11.969458, 2.92469, 6.007819]","[-2.984021, 1.457577, -0.003903]","[2.984021, -1.457577, 0.003903]",-3.007812,3.000007,-0.004779,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.924691]","[6.00782, 2.92469, 11.969458]","[2.924691, 11.969458, 6.007819]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011745, 4.387068]","[23.938915, 12.015659, 5.849424]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
645,645.0,B_STR_J_NW,SPEEDBIRD NACELLE (NW),Corvette,Hull Plating,B_STR_J_NW,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW.fbx,CORVETTE,6.00782,2.92469,11.969458,"[6.00782, 2.92469, 11.969458]","[6.00782, 11.969468, 2.924734]","[6.00782, 2.92469, 11.969458]","[0.003902, 1.457577, 2.984021]","[-0.003902, -1.457577, -2.984021]",-3.000708,8.96875,-0.004801,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.00782, 11.969458, 2.924691]","[11.969458, 2.92469, 6.007821]","[2.924691, 6.00782, 11.969458]","[3.00391, 5.984735, 1.462367]","[9.01173, 17.954204, 4.3871]","[12.01564, 23.938936, 5.849467]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
646,646.0,B_STR_J_NW1,SPEEDBIRD NACELLE (NW1),Corvette,Hull Plating,B_STR_J_NW1,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW1.fbx,CORVETTE,11.969458,2.92469,6.007819,"[11.969458, 2.92469, 6.007819]","[11.969458, 6.00783, 2.924712]","[11.969458, 2.92469, 6.007819]","[2.984021, 1.457577, -0.003903]","[-2.984021, -1.457577, 0.003903]",-3.007812,3.000007,-0.004779,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.924691]","[6.00782, 2.92469, 11.969458]","[2.924691, 11.969458, 6.007819]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011745, 4.387068]","[23.938915, 12.015659, 5.849424]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
647,647.0,B_STR_J_NW2,SPEEDBIRD NACELLE (NW2),Corvette,Hull Plating,B_STR_J_NW2,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW2.fbx,CORVETTE,6.00782,2.92469,11.969458,"[6.00782, 2.92469, 11.969458]","[6.00782, 11.969468, 2.924734]","[6.00782, 2.92469, 11.969458]","[-0.003903, 1.457577, -2.984021]","[0.003903, -1.457577, 2.984021]",-8.96875,3.000708,-0.004779,2.919954,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.00782, 11.969458, 2.924691]","[11.969458, 2.92469, 6.00782]","[2.924691, 6.00782, 11.969458]","[3.00391, 5.984734, 1.462367]","[9.011729, 17.954203, 4.3871]","[12.015639, 23.938936, 5.849467]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
648,648.0,B_STR_J_NW3,SPEEDBIRD NACELLE (NW3),Corvette,Hull Plating,B_STR_J_NW3,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW3.fbx,CORVETTE,11.969458,2.92469,6.00782,"[11.969458, 2.92469, 6.00782]","[11.969458, 6.00783, 2.924712]","[11.969458, 2.92469, 6.00782]","[-2.984021, 1.457577, 0.003903]","[2.984021, -1.457577, -0.003903]",-3.000007,3.007812,-0.004779,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.924691]","[6.007821, 2.92469, 11.969458]","[2.924691, 11.969458, 6.00782]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011745, 4.387068]","[23.938915, 12.015661, 5.849424]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
649,649.0,B_STR_J_S,SPEEDBIRD DIFFUSER (S),Corvette,Hull Plating,B_STR_J_S,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_S.fbx,CORVETTE,6.027344,2.919922,2.919983,"[6.027344, 2.919922, 2.919983]","[6.027344, 2.919993, 2.919932]","[6.027344, 2.919922, 2.919983]","[0.0, 1.459961, 1.504913]","[0.0, -1.459961, -1.504913]",0.044922,2.964905,-1.1e-05,2.919921,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.027344, 2.919983, 2.919922]","[2.919983, 2.919922, 6.027344]","[2.919922, 6.027344, 2.919983]","[3.013672, 1.459997, 1.459966]","[9.041016, 4.37999, 4.379898]","[12.054688, 5.839987, 5.839865]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
650,650.0,B_STR_J_W,SPEEDBIRD DIFFUSER (W),Corvette,Hull Plating,B_STR_J_W,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_W.fbx,CORVETTE,2.919983,2.919922,6.027344,"[2.919983, 2.919922, 6.027344]","[2.919983, 6.027354, 2.919944]","[2.919983, 2.919922, 6.027344]","[-1.504913, 1.459961, 0.0]","[1.504913, -1.459961, -0.0]",-3.013672,3.013672,-1.1e-05,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.919983, 6.027344, 2.919922]","[6.027344, 2.919922, 2.919984]","[2.919922, 2.919983, 6.027344]","[1.459992, 3.013678, 1.459972]","[4.379975, 9.041033, 4.379915]","[5.839967, 12.054708, 5.839888]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
651,651.0,B_STR_J_Y_E,SPEEDBIRD DIFFUSER (Y_E),Corvette,Hull Plating,B_STR_J_Y_E,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_E.fbx,CORVETTE,2.919983,2.919923,6.027344,"[2.919983, 2.919923, 6.027344]","[2.919983, 6.027354, 2.919944]","[2.919983, 2.919923, 6.027344]","[1.504913, 1.459961, 0.0]","[-1.504913, -1.459961, -0.0]",-3.013672,3.013672,-1.2e-05,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.919983, 6.027344, 2.919923]","[6.027344, 2.919923, 2.919984]","[2.919923, 2.919983, 6.027344]","[1.459992, 3.013678, 1.459972]","[4.379975, 9.041033, 4.379916]","[5.839967, 12.054708, 5.839889]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
652,652.0,B_STR_J_Y_N,SPEEDBIRD DIFFUSER (Y_N),Corvette,Hull Plating,B_STR_J_Y_N,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_N.fbx,CORVETTE,6.027344,2.919922,2.919984,"[6.027344, 2.919922, 2.919984]","[6.027344, 2.919994, 2.919932]","[6.027344, 2.919922, 2.919984]","[0.0, 1.459961, -1.504913]","[0.0, -1.459961, 1.504913]",-2.964905,-0.044922,-0.0,2.919932,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.027344, 2.919984, 2.919922]","[2.919984, 2.919922, 6.027344]","[2.919922, 6.027344, 2.919984]","[3.013672, 1.459997, 1.459966]","[9.041016, 4.379993, 4.379898]","[12.054688, 5.839987, 5.839864]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
